,events,hit_distance_sc,launch_angle,launch_speed,estimated_ba_using_speedangle
3231,force_out,7,-11,76.9,0.089
3778,grounded_into_double_play,5,-24,92.2,0.086
2486,single,78,7,76.7,0.343
3098,single,126,13,67.6,0.34
3578,field_out,218,64,96.2,0.014
3724,single,95,4,94.9,0.411
2395,field_out,7,-22,77.8,0.026
2993,field_out,11,-11,94.3,0.157
3573,field_out,289,18,98.6,0.4
3936,single,214,13,95.3,0.931
4546,field_out,355,41,98.4,0.06
2586,force_out,53,5,64.7,0.177
3582,field_error,4,-19,69.7,0.054
4090,field_out,158,10,94.2,0.686
1875,field_out,333,28,95.7,0.249
1990,field_out,2,-45,62.4,0.194
2249,field_out,8,-15,67.9,0.043
587,field_out,3,-44,41.7,0.214
780,field_out,327,30,88.1,0.057
1039,field_error,148,8,89.4,0.494
2313,field_out,163,7,97.3,0.617
2888,single,253,14,99.7,0.789
3387,field_out,284,36,81.3,0.026
3744,field_out,162,62,74.5,0.011
4219,single,6,-25,92.4,0.071
1123,field_out,278,46,90.7,0.003
1269,field_out,56,2,104.4,0.474
1380,field_out,3,-40,77.2,0.1
1279,field_out,2,-49,52.9,0.171
1356,field_out,4,-34,70.7,0.089
1515,field_out,312,18,103.5,0.494
1598,single,19,-7,98.2,0.26
1601,single,256,13,99.2,0.891
1996,single,160,13,81.8,0.671
2368,home_run,372,29,96.8,0.309
2992,field_out,164,66,91.4,0.014
1916,field_out,308,30,84.8,0.069
2128,field_out,309,21,92.1,0.246
2413,single,197,19,73.7,0.903
3323,field_out,312,25,89.1,0.134
3389,field_out,63,2,98.1,0.449
2808,fielders_choice_out,98,11,75.4,0.329
3353,field_out,351,29,93.0,0.114
4151,single,241,16,92.9,0.746
4302,field_out,92,73,95.5,0.017
2383,home_run,385,22,104.4,0.743
2612,single,162,9,107.9,0.777
3057,grounded_into_double_play,8,-13,66.8,0.054
2755,field_out,28,-3,103.6,0.351
3013,single,42,-1,107.8,0.463
3485,field_out,24,-7,86.8,0.114
4126,field_out,295,30,82.5,0.086
4022,field_out,323,17,102.2,0.489
2458,double,305,16,105.8,0.571
2645,single,222,23,72.1,0.931
3248,field_out,144,16,67.8,0.506
2821,field_out,45,42,25.8,0.134
3046,single,173,16,76.7,0.774
3372,single,210,8,104.3,0.683
3944,single,278,17,100.7,0.423
4437,field_out,62,3,87.3,0.346
2853,grounded_into_double_play,7,-24,81.5,0.046
4139,field_out,14,-5,98.2,0.274
4183,single,14,-8,98.7,0.286
3,field_out,308,40,89.7,0.011
30,field_out,311,48,96.4,0.0
2767,field_out,98,7,87.9,0.469
3569,sac_fly,403,39,104.3,0.389
4356,field_out,223,60,98.9,0.02
65,single,31,-3,103.4,0.329
81,field_out,60,2,102.2,0.52
106,field_out,19,-8,91.1,0.169
144,field_out,349,31,91.3,0.057
418,field_out,305,45,92.7,0.006
378,single,213,14,93.4,0.931
429,single,130,10,86.1,0.469
500,field_out,234,45,80.2,0.034
541,field_out,13,-11,103.6,0.277
880,field_out,98,6,89.4,0.446
901,field_out,340,35,94.0,0.091
789,field_out,47,0,89.9,0.271
879,field_out,344,32,88.8,0.04
962,field_out,79,7,71.5,0.183
1122,double,307,22,98.5,0.317
1198,field_out,317,34,85.8,0.017
1350,field_out,353,28,93.3,0.131
1154,force_out,8,-14,72.2,0.049
1217,single,222,21,86.2,0.446
1400,double,285,26,84.0,0.154
1499,double,296,15,105.7,0.611
1602,field_out,209,57,83.7,0.026
1428,field_out,307,48,97.6,0.006
1472,field_out,300,40,85.6,0.017
2365,double,137,13,77.4,0.471
2016,single,268,20,95.1,0.263
2291,grounded_into_double_play,21,-5,96.9,0.274
2416,single,23,-4,92.9,0.243
3341,field_out,375,35,97.5,0.18
2729,field_out,3,-28,101.1,0.126
2654,grounded_into_double_play,,,,
2844,single,172,9,98.3,0.666
2906,field_out,263,21,83.4,0.646
3340,force_out,49,2,77.9,0.183
4712,single,186,8,106.1,0.689
3018,grounded_into_double_play,15,-7,86.4,0.111
4596,double,281,15,99.2,0.717
2078,field_out,380,33,102.7,0.597
2342,field_out,312,35,89.7,0.031
2982,field_error,10,-7,71.7,0.08
3249,double,199,15,78.5,0.717
3355,field_out,262,41,78.8,0.023
2375,field_out,104,4,104.6,0.58
2731,single,105,6,98.0,0.6
2958,single,157,10,100.2,0.766
3487,fielders_choice_out,10,-13,99.9,0.22
3925,field_out,63,2,95.5,0.46
4170,double,302,19,100.7,0.38
2307,single,224,31,73.4,0.54
2857,double,196,11,103.7,0.897
3260,field_out,40,2,63.2,0.154
4114,field_out,384,34,102.8,0.571
2741,force_out,7,-23,94.8,0.111
3185,single,7,-12,104.1,0.266
669,single,145,17,68.2,0.58
2212,field_out,300,17,94.2,0.583
2302,single,246,14,90.3,0.954
2884,single,65,5,73.8,0.211
4516,field_out,323,38,87.3,0.011
985,field_out,280,44,83.5,0.009
4484,single,212,13,82.5,0.671
1288,double,404,27,102.3,0.7
1613,home_run,403,29,104.4,0.791
2140,single,190,21,68.4,0.814
1197,field_out,372,32,98.4,0.297
1308,single,1,-55,57.3,0.22
2409,field_out,392,25,105.8,0.943
2780,field_out,320,18,101.4,0.4
1654,field_out,268,34,79.8,0.043
1709,single,104,12,61.9,0.26
1861,field_out,37,0,103.2,0.469
3371,field_out,139,18,64.1,0.471
4265,field_out,69,11,51.6,0.151
1985,field_out,312,36,95.8,0.14
2058,single,144,12,83.8,0.637
2150,force_out,2,-32,71.6,0.063
2517,single,65,1,112.7,0.534
2773,single,18,-7,105.3,0.346
3358,single,1,-57,71.9,0.249
4144,single,273,14,96.2,0.923
4559,field_out,10,-12,81.2,0.109
2676,field_out,87,4,97.7,0.554
3019,single,44,3,60.5,0.157
3689,force_out,8,-11,76.2,0.083
4284,single,44,-1,91.8,0.3
2105,field_out,262,33,77.3,0.166
2323,field_out,7,85,72.3,0.0
2483,field_out,385,22,103.5,0.743
2889,double,132,15,63.8,0.383
2984,single,8,-17,100.3,0.149
2996,field_out,26,86,68.2,0.006
4339,field_out,202,63,88.3,0.0
3441,field_out,303,47,99.2,0.009
4019,field_out,285,34,84.1,0.023
4664,field_out,216,55,89.2,0.017
4203,field_out,383,23,104.4,0.789
3456,single,1,-73,64.6,0.226
3635,single,76,3,92.5,0.417
3752,field_out,108,5,98.6,0.577
2688,single,258,21,81.6,0.726
3166,field_out,6,-20,74.5,0.054
19,field_out,18,-8,89.5,0.154
55,field_out,117,9,86.5,0.483
221,field_out,11,-8,83.6,0.114
630,single,112,7,84.2,0.429
249,field_out,33,0,66.2,0.137
278,field_out,5,-25,61.1,0.043
943,field_out,247,56,97.0,0.014
955,field_out,299,38,90.2,0.014
695,field_out,86,4,97.7,0.554
1100,field_out,8,-13,75.8,0.071
1114,field_out,312,28,86.9,0.08
1328,grounded_into_double_play,109,5,104.3,0.571
1407,single,261,30,76.0,0.363
1546,single,70,3,87.9,0.323
1136,field_out,342,20,99.2,0.323
1340,single,56,1,92.8,0.4
1691,field_out,99,70,89.2,0.006
1621,field_out,112,8,85.4,0.449
1724,home_run,364,26,95.8,0.254
1963,force_out,4,-29,70.6,0.046
2153,field_error,33,2,53.5,0.109
2404,field_out,82,6,82.0,0.334
2090,field_out,322,14,105.4,0.714
2388,double,400,22,100.9,0.483
2928,field_out,263,50,94.7,0.0
3302,single,113,8,90.5,0.543
3503,field_out,20,-4,95.8,0.314
3881,double,291,24,98.5,0.44
2929,field_out,7,-19,95.4,0.134
2239,field_out,253,47,82.7,0.009
2623,field_out,131,70,86.5,0.006
3043,sac_fly,336,17,97.2,0.52
3191,single,1,-75,58.4,0.2
3888,single,176,24,65.6,0.843
2726,field_out,163,52,64.0,0.097
3717,double_play,248,37,73.6,0.283
4103,single,358,28,94.0,0.137
2925,single,219,13,96.6,0.926
4397,single,239,16,83.8,0.946
4461,double,203,13,90.4,0.92
1391,field_out,328,19,100.9,0.38
1666,field_out,369,23,100.5,0.46
3830,field_out,146,61,66.3,0.009
3022,field_out,10,-11,69.3,0.054
3172,field_out,180,61,93.8,0.003
3000,double,357,19,102.5,0.451
3839,field_out,1,-58,51.7,0.226
4289,double,50,0,106.7,0.483
4572,sac_fly,314,44,96.8,0.02
3345,double,288,14,102.5,0.754
3548,single,204,12,106.3,0.874
4102,field_out,6,-16,67.5,0.04
3436,field_out,142,25,55.4,0.377
3827,single,147,12,74.1,0.343
4280,double,374,20,103.4,0.509
4,field_out,72,1,104.0,0.466
21,field_out,2,-43,80.7,0.097
97,fielders_choice,3,-25,85.1,0.066
127,single,4,-23,21.8,0.289
139,double,357,20,100.3,0.383
307,field_out,281,41,86.7,0.011
382,field_out,3,-44,45.2,0.214
455,double,270,19,100.5,0.38
487,home_run,407,20,109.1,0.86
604,sac_fly,382,34,103.3,0.571
803,single,37,48,23.9,0.109
882,single,306,24,87.2,0.151
172,field_out,130,17,60.2,0.334
245,home_run,429,23,107.3,0.903
305,double,385,21,107.0,0.823
533,field_out,257,39,79.3,0.037
648,field_out,29,-4,99.0,0.289
1141,field_out,133,6,97.9,0.6
968,single,25,-3,99.4,0.32
1091,single,213,15,85.6,0.951
1179,field_out,6,-30,75.2,0.06
1284,field_out,180,11,98.7,0.877
1375,field_out,319,26,92.1,0.14
1419,field_out,401,31,104.3,0.72
1293,field_out,343,37,99.5,0.269
1597,single,255,18,81.1,0.94
1649,field_out,306,34,92.9,0.057
1696,single,11,-12,97.8,0.214
1754,force_out,32,-2,77.4,0.123
1838,single,117,8,82.5,0.423
1873,single,11,-10,102.2,0.289
1522,field_out,145,48,55.5,0.109
2305,single,1,-60,53.9,0.251
3250,force_out,2,-26,61.3,0.037
3843,single,24,-4,104.3,0.369
3845,single,289,15,105.5,0.62
4386,double,272,13,103.1,0.88
3449,field_out,108,6,92.6,0.454
3855,field_out,354,22,95.5,0.206
4506,field_out,11,-16,86.6,0.1
1263,field_out,48,86,95.8,0.011
1527,single,116,4,98.9,0.557
1701,field_out,306,14,102.9,0.766
3385,field_out,308,38,86.6,0.011
2220,field_out,267,41,78.4,0.046
235,field_out,111,69,73.1,0.003
371,single,190,18,70.8,0.743
512,single,237,19,83.8,0.786
2311,field_out,9,-16,94.2,0.177
2638,sac_fly,268,34,78.9,0.063
2882,field_out,230,60,105.5,0.017
3091,single,227,16,82.7,0.929
3268,single,120,5,99.2,0.577
4554,single,19,-3,99.3,0.32
559,force_out,8,-15,109.9,0.209
691,single,236,14,105.0,0.714
769,field_out,38,-1,91.9,0.3
130,field_out,338,41,99.2,0.089
206,home_run,357,36,101.4,0.351
336,field_out,362,34,99.6,0.377
492,home_run,431,18,115.5,0.806
662,home_run,379,24,99.5,0.44
966,field_out,10,-15,100.0,0.186
1021,field_out,207,44,69.6,0.303
1043,field_out,3,-37,75.1,0.089
747,field_out,35,84,49.0,0.006
1029,home_run,402,26,104.8,0.911
1046,home_run,436,20,119.8,0.871
1207,field_out,73,4,84.4,0.326
1194,force_out,4,-26,66.4,0.04
1224,single,201,12,93.5,0.871
1396,field_out,175,66,87.7,0.009
1432,field_out,42,0,102.6,0.469
1629,field_out,299,35,84.6,0.017
1892,single,153,8,102.5,0.689
1753,field_out,8,-11,106.7,0.297
1882,sac_bunt,2,-44,33.9,0.249
1922,field_error,48,3,68.4,0.151
1967,field_out,5,-23,88.7,0.1
2020,field_out,111,8,78.1,0.337
2259,field_out,262,51,95.5,0.003
2015,force_out,6,-16,81.3,0.083
2104,field_out,187,54,76.3,0.094
2147,field_error,55,4,71.2,0.166
2226,field_out,250,45,78.4,0.057
2485,single,37,-3,102.4,0.323
2622,field_out,406,33,107.9,0.849
3679,field_out,13,-8,96.3,0.234
4430,field_out,64,76,70.7,0.006
4479,home_run,383,41,107.3,0.386
4725,field_out,101,6,97.4,0.571
3189,field_out,191,10,93.2,0.689
4428,field_out,3,-26,69.5,0.04
3396,field_out,58,75,89.1,0.003
4557,field_out,380,32,97.3,0.223
2048,grounded_into_double_play,14,-6,95.8,0.237
2555,single,145,13,74.9,0.417
3740,field_out,8,-17,74.1,0.057
2770,home_run,402,35,100.1,0.331
3649,single,36,-1,96.5,0.346
3773,single,192,35,65.6,0.714
2454,single,21,-4,101.5,0.329
2749,force_out,6,-18,73.7,0.051
3330,double,386,22,106.0,0.837
3383,field_out,23,-2,82.8,0.174
3939,field_out,326,40,93.1,0.023
1,field_out,256,54,90.6,0.014
35,field_out,348,29,95.1,0.177
674,field_out,57,76,85.5,0.009
300,double,165,6,103.2,0.614
434,double,298,17,102.9,0.48
1129,field_out,84,3,109.3,0.574
1255,field_error,96,6,89.7,0.446
1500,field_out,350,30,91.1,0.08
1655,field_out,119,69,90.0,0.014
1076,field_out,3,-30,74.8,0.06
1737,grounded_into_double_play,5,-25,93.8,0.091
1791,single,25,-5,88.4,0.157
1886,field_out,5,-19,92.2,0.097
1687,single,44,0,84.2,0.234
1837,field_out,21,-5,71.3,0.089
1976,field_out,56,1,101.8,0.5
2054,field_out,232,48,76.5,0.077
2379,field_out,92,8,79.1,0.346
1917,field_out,172,23,65.8,0.809
2479,field_out,251,32,74.6,0.331
3354,home_run,432,31,111.1,0.946
3601,field_out,105,6,100.2,0.651
4048,home_run,434,22,108.5,0.949
2812,home_run,433,24,107.1,0.917
2961,field_out,328,15,101.2,0.637
3393,home_run,402,33,105.0,0.709
4356,field_out,245,19,86.3,0.703
1751,field_out,296,53,103.8,0.026
1983,field_out,386,31,102.4,0.597
4191,grounded_into_double_play,7,-15,94.9,0.189
4053,single,73,3,84.4,0.294
2388,field_out,117,69,78.0,0.006
2564,grounded_into_double_play,29,0,66.4,0.137
2910,single,14,-4,60.0,0.123
2506,field_out,239,54,91.4,0.014
2940,field_out,39,-1,93.6,0.323
3431,field_out,264,50,90.3,0.017
3159,grounded_into_double_play,108,7,97.6,0.626
3411,single,142,10,83.4,0.469
3719,field_out,102,69,67.8,0.0
1532,single,249,24,76.1,0.794
1609,home_run,363,23,107.9,0.926
1885,field_out,18,-9,90.9,0.163
3888,field_out,44,82,79.2,0.014
2944,single,5,-23,87.5,0.094
3164,double,105,3,101.2,0.54
3414,sac_bunt,4,-21,28.2,0.274
4234,single,13,-10,102.9,0.271
2165,force_out,86,6,75.1,0.274
2630,single,155,7,101.6,0.689
3535,field_out,303,20,94.7,0.263
1636,single,205,31,66.8,0.877
1851,single,254,20,89.7,0.417
2090,field_out,60,1,97.9,0.406
4072,grounded_into_double_play,18,-6,71.7,0.086
869,single,2,-52,26.4,0.246
2541,field_out,320,31,91.6,0.086
2805,home_run,401,28,100.3,0.571
1242,field_out,23,-3,93.1,0.26
1289,field_out,3,-18,79.2,0.06
1461,single,194,18,73.7,0.866
2372,field_out,312,24,93.5,0.174
2531,field_out,10,-11,95.8,0.2
3184,field_out,8,-8,70.5,0.077
1528,field_out,9,-16,94.8,0.186
1656,force_out,69,3,89.0,0.323
1689,single,167,32,58.3,0.463
1779,home_run,449,29,108.0,0.966
2595,single,38,-2,92.7,0.274
3622,field_out,175,55,68.5,0.086
1388,double,254,17,90.9,0.78
1651,single,132,12,83.9,0.637
1718,field_out,149,9,96.3,0.643
2259,single,26,-4,98.3,0.317
2677,single,282,21,94.1,0.226
2668,field_out,381,23,100.8,0.543
3489,field_out,310,45,92.7,0.006
2835,grounded_into_double_play,62,1,106.4,0.466
3270,single,129,6,107.3,0.603
4109,field_out,106,7,84.8,0.434
3571,sac_fly,253,43,81.5,0.026
4227,single,5,-29,93.0,0.103
2993,sac_fly,284,47,99.1,0.009
3058,double,97,5,92.4,0.457
4231,home_run,415,20,108.5,0.86
3465,field_out,1,-43,85.3,0.077
20,field_out,9,-14,94.3,0.166
38,field_out,122,6,94.1,0.471
108,field_out,53,2,73.2,0.14
4151,field_out,238,48,77.1,0.077
4228,field_out,143,5,109.9,0.657
143,field_out,,,,
266,field_out,69,4,84.2,0.326
311,field_out,5,-19,83.7,0.071
2579,field_out,23,-5,102.6,0.337
2662,field_out,223,42,74.4,0.22
3004,field_out,9,-16,86.9,0.1
404,field_out,51,0,107.2,0.483
454,field_out,317,39,96.5,0.066
505,double,269,32,81.9,0.04
578,field_out,9,-11,98.2,0.22
56,field_out,312,36,91.5,0.037
193,single,46,0,108.1,0.494
227,field_out,13,-12,93.6,0.163
640,field_out,55,3,80.3,0.223
758,field_out,11,-9,70.1,0.074
265,field_out,3,-33,63.9,0.06
325,field_out,333,13,109.8,0.834
1035,field_out,43,0,101.1,0.434
1148,field_out,1,-76,51.9,0.174
581,field_out,156,11,84.8,0.574
664,field_error,28,-3,65.8,0.109
932,field_out,3,-30,71.3,0.049
1184,field_out,191,21,66.4,0.726
1296,field_out,353,33,92.4,0.071
1503,single,240,20,78.3,0.963
1624,force_out,3,-38,64.8,0.097
1808,single,300,18,97.4,0.403
1277,field_out,298,26,83.7,0.154
1583,single,70,3,93.3,0.417
1679,field_out,362,27,94.5,0.189
1895,field_out,245,48,85.0,0.003
2035,field_out,275,22,82.4,0.646
2176,field_out,15,-10,99.2,0.251
1884,field_out,232,52,82.7,0.026
2346,home_run,416,25,112.9,0.991
2621,field_out,182,41,60.9,0.383
3214,double,314,19,96.8,0.329
3532,field_out,311,24,92.9,0.174
4193,field_out,302,38,91.0,0.023
2857,field_out,300,36,86.4,0.011
3085,double,370,16,110.1,0.714
3344,home_run,412,25,104.2,0.834
4261,field_out,131,12,72.1,0.334
3010,field_out,247,54,97.2,0.011
3296,field_out,295,27,82.1,0.18
3618,field_out,318,17,102.7,0.48
2674,field_out,5,-16,102.3,0.217
2924,field_out,231,47,84.5,0.0
3654,single,104,7,76.6,0.343
10,field_out,165,64,84.0,0.006
30,sac_fly,369,29,96.0,0.214
118,single,203,20,77.5,0.949
249,single,110,4,104.5,0.543
288,field_out,11,-10,96.8,0.209
3304,single,14,-8,100.8,0.257
3515,field_out,36,-3,105.4,0.394
3706,field_out,3,-29,81.1,0.051
393,field_out,4,-26,104.8,0.126
527,field_out,32,-2,85.5,0.186
2004,field_out,220,52,86.0,0.02
2238,single,213,24,70.1,0.951
660,grounded_into_double_play,5,-20,109.9,0.171
770,single,25,-3,66.1,0.109
843,field_out,88,20,45.1,0.211
2349,field_out,285,26,82.5,0.191
2513,single,57,4,73.3,0.166
3230,double,339,17,111.9,0.754
4206,double,342,26,94.7,0.191
1112,field_out,7,-17,88.7,0.111
1167,double,174,12,101.3,0.917
2281,field_out,3,-33,71.4,0.089
2911,double,182,10,104.9,0.82
3692,field_out,161,61,83.2,0.02
245,single,8,-16,106.3,0.214
381,field_out,124,8,97.7,0.634
448,single,62,-1,113.7,0.514
1378,field_out,5,-25,72.4,0.037
1488,single,65,2,100.4,0.443
1553,field_out,168,57,78.2,0.06
1572,field_out,329,21,99.6,0.377
523,field_out,179,44,61.5,0.257
631,single,105,5,101.9,0.603
735,field_out,65,3,91.0,0.391
1989,field_out,268,52,89.6,0.02
2055,field_out,155,8,103.5,0.683
1123,field_out,18,84,80.6,0.014
1199,field_out,255,49,89.2,0.009
1235,field_out,277,20,86.4,0.551
2242,field_out,300,27,88.6,0.111
2353,field_out,9,-15,68.7,0.051
2495,field_out,8,-19,91.4,0.094
1373,field_out,55,2,82.5,0.223
1414,field_out,33,-2,101.8,0.329
1479,home_run,373,27,98.9,0.483
1567,home_run,383,35,98.2,0.211
1878,home_run,407,29,102.2,0.631
1943,field_out,353,26,93.0,0.149
2759,field_out,116,12,67.1,0.311
4201,field_out,24,-2,70.0,0.106
2064,field_out,332,19,99.3,0.366
2363,double,362,24,102.4,0.683
3259,field_out,16,-9,105.9,0.337
3860,double,101,5,107.1,0.58
3235,field_out,295,22,87.0,0.343
3725,field_out,114,13,64.8,0.323
3443,field_out,299,21,97.1,0.254
4243,field_out,8,-15,95.9,0.209
1928,field_out,245,44,78.0,0.054
2387,double,298,18,102.7,0.449
2590,field_out,37,0,104.2,0.457
2683,field_out,3,-36,65.5,0.077
2466,home_run,357,21,105.4,0.729
3538,field_out,3,-34,70.1,0.086
4454,field_out,113,6,97.2,0.571
3099,field_out,225,47,74.6,0.12
2262,field_out,93,70,61.6,0.006
2684,single,325,18,106.3,0.574
3760,field_out,16,-3,61.3,0.129
2068,single,267,17,90.0,0.797
2302,sac_fly,328,25,95.8,0.26
4181,field_out,7,-21,74.7,0.043
3238,force_out,3,-27,66.9,0.037
3524,single,56,0,109.9,0.494
3829,single,78,4,102.5,0.574
369,single,119,6,100.5,0.651
3351,field_out,11,-14,82.6,0.131
3466,home_run,432,26,105.7,0.949
267,home_run,399,28,100.6,0.649
379,single,194,15,81.0,0.803
603,field_out,69,25,36.2,0.186
763,field_out,285,47,95.4,0.003
947,double,398,22,102.9,0.666
575,field_out,14,-10,89.1,0.166
600,field_out,317,37,87.6,0.011
1001,field_out,321,26,92.8,0.149
1059,single,24,-5,108.5,0.414
1127,field_out,310,40,90.6,0.017
929,field_out,223,54,86.1,0.011
1970,single,257,17,89.3,0.814
1981,field_out,130,4,98.9,0.557
1773,field_out,355,22,96.4,0.209
1899,single,57,4,64.3,0.18
2112,grounded_into_double_play,8,-15,68.3,0.043
2327,field_error,23,-4,104.4,0.369
3393,single,285,13,103.8,0.84
3874,field_out,44,2,79.2,0.189
4022,home_run,402,33,102.2,0.523
4430,field_out,305,22,96.1,0.209
2702,home_run,394,29,99.8,0.506
4081,home_run,407,24,105.2,0.869
2750,grounded_into_double_play,5,-26,103.6,0.123
3691,single,8,-18,77.8,0.049
4006,home_run,378,21,108.8,0.889
3258,field_out,1,-65,56.7,0.237
3629,force_out,5,-34,86.4,0.071
3150,double,290,20,100.4,0.383
3477,field_out,132,66,72.5,0.003
2314,double_play,145,6,101.3,0.663
2936,single,43,-1,102.1,0.391
178,field_out,9,-12,100.4,0.251
2163,force_out,14,-5,75.8,0.109
3827,home_run,432,29,105.7,0.894
447,field_out,1,-72,60.2,0.214
537,field_out,44,0,90.1,0.271
4417,field_out,311,35,93.1,0.057
411,field_error,2,-56,64.4,0.246
561,field_out,413,26,102.1,0.68
590,home_run,425,22,108.0,0.926
610,field_out,3,-26,89.9,0.071
636,single,210,46,71.0,0.231
670,single,1,-57,61.2,0.24
653,field_out,313,21,96.2,0.237
741,field_out,295,49,92.3,0.009
721,field_out,281,23,84.2,0.377
732,single,47,0,98.2,0.397
782,field_out,314,31,84.7,0.049
957,field_out,2,-42,82.8,0.091
950,field_out,354,25,95.5,0.197
1158,field_out,5,-24,76.5,0.023
1473,field_error,4,-35,96.2,0.109
1048,field_out,344,26,94.7,0.191
1153,field_out,57,2,91.4,0.343
1176,double,318,17,102.7,0.48
1351,triple,342,16,109.9,0.714
1377,field_out,84,4,102.3,0.574
1541,field_out,1,-75,37.8,0.174
1580,field_out,371,32,93.3,0.091
1699,field_out,3,-48,70.7,0.163
1724,field_out,2,-44,63.6,0.166
2119,field_out,155,68,83.5,0.006
2264,field_out,303,15,99.4,0.717
1800,field_out,22,-5,105.7,0.386
2458,double,143,7,94.9,0.517
2864,home_run,436,28,107.4,0.951
3083,field_out,210,59,86.7,0.023
3943,double,301,22,93.1,0.194
4309,double,163,11,95.6,0.786
2850,field_out,352,19,101.7,0.451
3118,single,106,3,96.9,0.506
3636,field_out,367,37,100.4,0.269
4175,field_out,38,78,80.6,0.014
1951,force_out,43,-1,93.7,0.323
1992,single,129,6,84.3,0.389
2542,field_out,53,3,78.1,0.191
2714,field_out,324,16,99.1,0.586
3007,single,207,18,73.9,0.866
4225,home_run,417,26,108.7,0.98
2777,single,258,20,82.2,0.817
2966,field_out,4,-29,96.3,0.1
3493,sac_fly,317,29,85.5,0.071
3697,fielders_choice,38,-1,76.1,0.117
4034,single,193,16,77.5,0.774
3869,field_out,219,54,81.3,0.049
3194,field_out,208,59,87.1,0.023
1941,single,235,15,92.1,0.914
2003,field_out,68,1,103.1,0.474
2154,home_run,402,32,101.3,0.534
2214,home_run,408,26,103.6,0.829
2815,single,282,22,90.2,0.251
3856,field_out,6,-19,101.2,0.174
206,field_out,231,51,85.5,0.017
4250,field_out,2,-45,32.5,0.26
5,single,158,14,80.2,0.657
47,single,244,19,89.6,0.526
101,field_out,6,-20,96.8,0.114
127,triple,267,27,82.5,0.18
250,field_out,6,-19,105.3,0.226
307,field_out,120,67,71.3,0.0
441,field_out,3,-27,101.7,0.134
171,field_out,14,-8,103.1,0.28
209,single,216,21,75.9,0.96
293,single,32,-3,104.5,0.351
316,single,1,-65,73.2,0.251
431,field_out,12,-8,78.4,0.074
540,field_out,1,-70,50.5,0.211
655,home_run,428,24,106.9,0.917
501,field_out,12,-11,75.0,0.074
632,sac_fly,390,29,97.6,0.354
795,single,173,9,95.8,0.643
865,field_out,3,-28,55.5,0.077
672,field_out,19,-6,87.0,0.117
847,field_out,311,34,87.8,0.02
1010,single,13,-10,103.4,0.271
1091,force_out,3,-38,87.7,0.074
1282,single,7,-17,98.7,0.14
1325,single,249,25,75.5,0.711
1118,field_out,301,44,97.7,0.02
1165,single,21,-7,102.4,0.251
1754,field_out,111,6,102.2,0.646
